Date,Open,High,Low,Close,Volume
2023-01-02,150.06649783444436,152.13665368496225,150.71965704588484,150.99342830602245,3912825
2023-01-03,150.6573743476183,151.27685789100067,148.9168624199839,150.7168997036801,1227286
2023-01-04,148.77100943981242,153.55126264626537,150.26449662475645,152.0122767798815,3534937
2023-01-05,154.03394885136322,155.43242398981258,153.8635102883569,155.05833649269752,4157473
2023-01-06,154.3374615918577,155.23738821605934,153.38899602238354,154.59002974325085,1812461
2023-01-09,152.87397264738766,154.97262870658534,152.79168248026,154.1217558293525,4289825
2023-01-10,158.91259276429892,158.2954022177362,156.9294389031204,157.2801814603673,1232732
2023-01-11,157.38490954071247,159.29987038350328,156.9862270268232,158.8150509186731,2718224
2023-01-12,157.4360576601062,158.1057757962816,157.03856109701906,157.8761021468032,3710626
2023-01-13,159.09196281126123,160.1824623188584,158.19494517747611,158.96122223397512,1924044
2023-01-16,159.47566013741633,158.61164795483072,156.99655143778455,158.0343868483502,3981352
2023-01-17,155.66706519003026,158.2654037840549,157.00899540765957,157.1029273412097,3310182
2023-01-18,158.7500156364967,157.89557731489015,157.25428514682957,157.58685188434174,3821390
2023-01-19,153.77052445604573,154.72257159873578,152.28422416217342,153.76029139502614,4711862
2023-01-20,149.32894707895213,151.37563459510326,150.14485839414982,150.3104557300001,4115804
2023-01-23,149.6479841457814,149.28952774516299,147.97957645258535,149.18588067151813,2386652
2023-01-24,147.3592781264228,147.83342698723715,146.66952021148666,147.1602184308493,3245706
2023-01-25,147.18849621888106,148.0575424499178,147.01012186795592,147.78871309603986,1285555
2023-01-26,146.04246702998745,146.09941488594296,145.39527747145604,145.97266494499743,1444191
2023-01-27,142.7627439454651,145.12797800710675,142.43671210939695,143.14805754232685,2502337
2023-01-30,146.1928724254212,146.72406277011942,144.64126326980147,146.07935508016996,2554094
2023-01-31,146.28993315371793,147.24755137090614,145.03355904795052,145.62780247919687,4486669
2023-02-01,147.3488757047181,146.27214019810026,144.63004960797895,145.76285888857274,3411603
2023-02-02,141.67554701731896,144.27636796059366,141.96126171174762,142.9133625161458,1920597
2023-02-03,143.95763044175172,143.34505278687482,140.49725473637017,141.82459706709545,3043338
2023-02-06,140.09435444699267,143.23771972773085,140.17278276786564,142.04644224651517,4429914
2023-02-07,139.59266999663498,140.6876074687709,138.27931089725007,139.74445509167057,4722946
2023-02-08,141.0841683348465,141.31953295665645,140.0659703711804,140.49585112836192,3870096
2023-02-09,139.57556561625933,139.9923102816103,139.23220747840173,139.2945737485243,2486205
2023-02-10,138.08848672911716,140.5702445374334,138.1866581603381,138.71118624893776,3865899
2023-02-13,137.2996507741217,139.1690118400544,136.31761716307844,137.50777302447895,1224695
2023-02-14,140.71932845883802,143.14238321482986,141.10947776652836,141.21232939349684,3981467
2023-02-15,140.59597018707677,141.43392939099206,140.1926024496185,141.18533494402098,4441628
2023-02-16,139.91951518313022,140.53164803651646,137.8762273882754,139.06991308610918,2101844
2023-02-17,141.07201839628058,142.59168382395762,140.04651512868162,140.71500291031555,2481006
2023-02-20,137.58040601511286,138.63578174270484,136.73149120288187,138.27331561037352,4358671
2023-02-21,139.59064267581624,138.82403533511655,138.47784629411547,138.691042800383,4928932
2023-02-22,135.07900207350005,136.25394385120356,134.62142698915184,134.77170255262345,4567546
2023-02-23,132.92819257366557,133.26427668118643,130.6589529424194,132.11533045482662,3805843
2023-02-24,133.13868176848848,134.19271048008142,131.51807029415247,132.50905292656486,1573189
2023-02-27,133.15699107563358,134.26553083980824,132.6091812937002,133.98598608655567,2410706
2023-02-28,133.76854160873864,135.9192572726554,133.45906797172813,134.3287226489356,4340216
2023-03-01,134.8447196892824,134.50068072425464,133.60462201768092,134.09742608415914,4833284
2023-03-02,134.10558895841402,133.82253057871196,131.85701405763217,133.49521869298056,3487682
2023-03-03,130.51727311828157,130.8667063081077,128.93934295430773,130.5381747122457,2840634
2023-03-06,129.21581367876504,130.72763573591902,127.70909335374742,129.09848629545627,1662784
2023-03-07,129.45487364932515,129.50760319492912,127.63291847907679,128.17720875353672,2847865
2023-03-08,129.6998818171387,131.33758405551276,129.11099187223635,130.29145320597453,3338683
2023-03-09,131.5257871662815,131.69635075335847,130.25674199123142,130.97868978511147,4392421
2023-03-10,127.2504168219521,129.20701055601222,127.26944532773273,127.452609474386,2986062
2023-03-13,127.88309620994838,128.88566762802085,126.2661502622511,128.1007774131756,4091617
2023-03-14,128.42938970433013,128.9638117312861,127.05697559050503,127.33061285234295,1919484
2023-03-15,126.80218520071907,126.85503866887147,124.07629414408943,125.97676885173104,1703650
2023-03-16,128.01363106541342,127.9540102882626,126.30810988349687,127.20012142941277,4696447
2023-03-17,130.56759928155898,130.18748004574388,128.89185461672741,129.26212047440467,2286936
2023-03-20,131.14568455426982,131.72743646096535,130.04087881788035,131.12468071263706,1344855
2023-03-21,130.12819863748678,130.94146442654431,127.70035399443898,129.4462456661918,2555979
2023-03-22,128.51755415789592,129.83326169467432,127.36337114167024,128.82782091448937,2074961
2023-03-23,129.81451412978492,129.9547731675901,127.87722548157357,129.49034777729648,1431374
2023-03-24,131.3112949771735,133.24058717809032,130.12387129811975,131.4414380315412,4561963
2023-03-27,130.58008552084334,131.25087199859703,129.09853642681492,130.48308955585063,3377935
2023-03-28,130.7069286279599,131.19887732475098,128.41338029939234,130.111771602523,2134106
2023-03-29,127.08088097127745,129.71204587644002,127.39976563679255,127.89910165451093,2803847
2023-03-30,127.59907568203505,126.75516439817758,124.52783847906332,125.5066884063496,1283707
2023-03-31,126.1257226696383,127.36553613255472,126.68932116749879,127.131740051138,3474968
2023-04-03,128.63003149549192,131.72388435550658,127.86888409228635,129.84422010827964,2971856
2023-04-04,130.85831073861905,130.9556159712618,127.81208118574575,129.70019986511898,2478236
2023-04-05,132.49892835486597,132.3770768902172,131.62841203816603,131.70726566090303,1986420
2023-04-06,133.05465752805046,132.70908185632507,131.0193873659669,132.4305377109983,2450503
2023-04-07,131.7686437110523,132.72834858032863,129.2898015669567,131.14029820178803,2778254
2023-04-10,131.85084263995796,133.1032349246619,131.5019387225502,131.86308941280487,3442266
2023-04-11,134.04190817425095,136.00608472968943,133.80327208463154,134.9391625457368,1243373
2023-04-12,134.94331502571063,136.6552956336188,133.0365338723408,134.8675104675169,1347697
2023-04-13,137.3196360676328,139.57399220159397,137.9289058219733,137.9967977791449,2210355
2023-04-14,133.73242730438318,133.06065733043093,131.36246703647174,132.75730757096542,2218758
2023-04-17,134.2540551982137,135.02455671530694,133.80641456497077,134.40111257971586,2046914
2023-04-18,133.7497095193997,135.07218499582115,132.72641432543915,134.5752067161922,4862876
2023-04-19,133.6558061736075,135.46508460040582,132.03507552492974,133.97719201526047,2655743
2023-04-20,134.5736450226071,134.22777843780304,132.27218059010463,134.1607135683315,1956331
2023-04-21,129.62185118632573,131.32535510887232,129.23714730581477,130.1855757391297,2286836
2023-04-24,128.92401156788824,131.27114933493607,128.02214666147606,129.74623196345468,4020311
2023-04-25,130.70414431797008,132.21398838000167,128.77135830940804,130.46045710647817,4977019
2023-04-26,133.66121176706994,134.10040869339304,132.7780442494747,133.4162451959612,4068281
2023-04-27,131.87276158404276,134.02221936875793,130.72187381111254,132.3797047594139,2887106
2023-04-28,130.29167924800922,130.98398102753796,130.68870228419655,130.76271755362754,4816339
2023-05-01,129.99125340381607,131.4521080499275,128.56666370949435,129.75920346645844,3743853
2023-05-02,130.14192336036527,131.84498502652656,131.1299900272872,131.5900077018626,1786958
2023-05-03,130.8400461468054,133.0420845023027,132.0063761496274,132.24750992118197,1330904
2023-05-04,130.46954529239545,132.782580245207,131.03408311038947,131.1879895136479,2096413
2023-05-05,132.00107722816276,132.51435923457214,130.8219468281183,132.2145243798746,1518349
2023-05-08,132.7195870441687,132.86718226903596,131.72892955103455,132.4086794785707,3881990
2023-05-09,135.82132567658604,135.7904745964226,132.89643591657895,134.34596945963648,1797968
2023-05-10,133.79952289508375,134.3819363449739,132.81115059028386,132.94186327188174,4698557
2023-05-11,132.1266004487228,133.5688342444568,131.65595830302502,132.28653897868622,1079083
2023-05-12,131.48330646451922,132.8902195613561,130.42334008767125,131.5023226724219,3017107
2023-05-15,127.57276341151984,129.66074166285284,126.99384644647972,128.57529277615765,3655971
2023-05-16,129.14902019429445,129.67113144810074,128.5300283244227,129.16753333028683,4416584
2023-05-17,129.40098523572647,130.38103586165445,128.43786112177258,129.6896438746466,2414821
2023-05-18,130.02258934826963,130.06306622153437,127.92791529145916,129.69987078793153,4997615
2023-05-19,128.40346557762888,131.04759764384846,127.99897014481661,129.23069652118122,2647608
2023-05-22,126.91930155132157,127.56673862661263,125.93403608757312,126.39995503708039,3874299
2023-05-23,127.09140330455226,126.36036722507697,125.50986282843661,125.55866439154968,4145534
2023-05-24,124.7644752100393,125.79724696578441,123.13303761069429,124.87323535849615,1654037
2023-05-25,123.67039254215184,125.16324749927654,123.22614199835213,123.26868082005291,4937269
2023-05-26,123.636253388432,123.25281220295305,121.19670605135249,122.94610939672089,4135988
2023-05-29,123.35299063846412,124.92667077438355,122.69633684229554,123.75421111034996,2884276
2023-05-30,127.75067539458144,128.53836027053995,125.64844751574523,127.52658291277102,2804673
2023-05-31,127.88833093921649,129.098647009304,126.27817206688736,127.87573853843469,3938199
2023-06-01,128.48851541842907,128.4270596875219,126.39497109881356,128.39083931988023,3703943
2023-06-02,127.4689377044924,129.98619530623617,127.54052385744446,128.24194748834788,4400074
2023-06-05,124.42891523200876,126.26864162271704,122.87002847988757,124.40440505774981,1609996
2023-06-06,124.84937559809683,125.4816436740298,123.54751547963289,124.35137730685138,1715472
2023-06-07,125.92298133452847,125.86513937448721,123.51208648612561,124.47183772673343,4772487
2023-06-08,130.3575927777892,131.24332071405857,128.14331102526725,129.398321951704,4141396
2023-06-09,131.1667824796533,130.42807729076856,127.26624579376909,129.01360002214176,1778513
2023-06-12,128.8493471439209,129.92177279263748,127.64852776841037,129.61669470680897,4303389
2023-06-13,130.41959180411916,130.69984788773212,128.01072433966945,129.5472711673985,4831103
2023-06-14,127.39325709789779,128.42334518492515,126.37438152782477,127.20991509215943,1160081
2023-06-15,131.68536365440713,130.34382206379422,128.6528467166353,129.49556072118946,2918317
2023-06-16,130.19112850120786,132.47231525781245,129.52426218338525,130.99942678656302,1388590
2023-06-19,131.74176883846832,134.45022471018711,132.1039363891125,132.5814906806491,2765982
2023-06-20,130.1633231256156,132.61385279687318,130.54176754479684,130.76271577105962,1893093
2023-06-21,131.444408668622,134.46998313574008,132.85906007765027,133.56830439293182,3778655
2023-06-22,130.2388472456665,130.9910783590288,130.19012428403911,130.76460226734727,4151882
2023-06-23,131.17918379339412,133.90799885287248,131.34570021403584,131.93831645494782,3774316
2023-06-26,136.46962149304397,137.99702387945965,135.85201220446794,136.31922770656777,1959192
2023-06-27,134.67991103208354,134.58748041871291,134.25396867703367,134.3381550563064,4210016
2023-06-28,135.08173043631672,135.04724336233556,133.169811727634,133.20555959710083,3148347
2023-06-29,134.3552861654622,135.14465505140038,131.42941754780406,133.40486232727613,3379877
2023-06-30,131.82100736338134,133.43558713329588,131.542364751572,132.39791101904373,3543016
2023-07-03,128.39816948556313,130.47913502840134,128.52793086259211,129.29658415691148,3389383
2023-07-04,129.92562927803002,130.23171551426375,128.07441554113737,129.4337101065235,3802442
2023-07-05,125.98886947205068,127.41862595671537,126.87259490334118,127.30910267907132,1164053
2023-07-06,130.08774630619604,128.92668202363348,126.35636517244123,128.25628754034167,1593586
2023-07-07,127.59687919259535,128.0231459690701,124.84474904304297,126.41743907187407,2881175
2023-07-10,129.04813222980445,129.52657192791835,129.33848587728463,129.51730788190915,2779240
2023-07-11,126.23766676814579,128.61779964061895,127.11563974566681,127.95080129723667,4582352
2023-07-12,128.66055063899074,128.1030156520072,125.54844164970099,127.30667826482532,2088075
2023-07-13,128.81917285431206,130.0085039054405,127.04424865498184,128.93371269956467,2436536
2023-07-14,127.70980037867021,128.31169529952226,125.53718104419701,126.47198406669675,3542637
2023-07-17,125.33247627711063,127.61959592463693,125.70008115748358,126.926903935905,4839647
2023-07-18,128.94181442151609,130.23509584826232,129.2071215522857,129.54118944446986,4390926
2023-07-19,126.33146667506558,127.80122547156691,124.34388572307346,126.3262229753474,4613263
2023-07-20,126.74247128617677,127.59992657419164,126.23214728964514,126.69549069241202,4913013
2023-07-21,126.76519080942961,127.66446592678882,125.32979273263861,127.21525628090886,2669211
2023-07-24,129.40175195681098,129.6837810567289,127.47960872647876,128.7789020244635,2359507
2023-07-25,125.23738017332471,126.5867146434669,125.08952701294959,126.30500060270731,2346208
2023-07-26,123.52170789151747,124.0168613495512,122.63871035450575,123.66408737653876,1336585
2023-07-27,124.82826613948446,125.70470605325151,124.24663088433704,124.70797050777256,2778599
2023-07-28,125.81637868829768,126.13979075324802,124.94888379022791,125.30193985423892,1022431
2023-07-31,126.51454043301958,127.63261735706688,125.36195313679033,125.80292555493068,4469553
2023-08-01,125.37117988208676,127.2206097721579,126.12294544963612,126.49582197392463,2243131
2023-08-02,123.60165836003203,126.29694923132374,123.57660358363415,125.13577253076765,1647008
2023-08-03,126.87795674698818,126.86480850092873,124.9000294067562,125.60027992508967,1573441
2023-08-04,126.51873888366661,126.21261378486369,126.07073951856023,126.18642487168702,1268512
2023-08-07,124.00923549907773,126.08479677966771,122.81951677535267,124.75772203563429,3995944
2023-08-08,130.0404230334463,128.8453429916633,126.72169928799694,128.4892710579238,1176076
2023-08-09,129.55261153404024,131.35907753468626,127.58143233335694,129.43693689974737,3049949
2023-08-10,128.2336270894059,127.3516553608483,125.06451426004921,127.05432990534207,2268300
